# Name, Nmeasurements, time-span (days), mean logRhk, median logRhk, sig_Rhk_raw, sig_Rhk_short-term, A, Prob, Prot (days), Age (Gyr)
HD16417	76	2623	-5.029	-5.031	0.0307	0.0254	0.0458	0.833	27.8  3.2	5.08  0.58
HD16714	26	2089	-4.988	-4.987	0.0188	0.0159	0.0737	0.417	33.7  3.6	5.92  0.68
HD17970	8	1739	-5.071	-5.065	0.0225	0.0141	0.5599	0.000	49.7  4.5	9.10  1.05
HD19034	8	2136	-4.957	-4.951	0.0327	0.0172	0.5048	0.000	28.9  3.4	4.90  0.56
HD19467	15	2170	-5.015	-5.015	0.0149	0.0122	0.0697	0.583	27.3  3.2	4.92  0.57
HD20407	8	2524	-4.943	-4.942	0.0189	0.0081	0.4619	0.000	17.6  2.7	3.00  0.35
HD21209A	9	2707	-4.876	-4.883	0.0872	0.0322	0.5814	0.000	43.9  6.3	5.36  0.62
HD21019	13	1800	-5.122	-5.122	0.0166	0.0151	0.0735	0.333	38.4  3.5	7.66  0.88
HD21938	12	2702	-4.990	-4.986	0.0241	0.0193	0.2066	0.000	18.8  2.7	3.37  0.39
HD22879	54	2687	-4.996	-4.997	0.0140	0.0119	0.0259	1.000	14.2  2.4	2.83  0.33
HD23456	20	2201	-4.939	-4.937	0.0216	0.0154	0.0930	0.417	9.4  2.1	2.85  0.33
HD23249	54	1877	-5.181	-5.181	0.0061	0.0057	0.0117	1.000	61.4  5.2	11.56  1.33
HD23356	13	2228	-4.774	-4.769	0.0748	0.0447	0.3493	0.000	34.8  5.3	4.19  0.48
HD24331	11	2702	-4.820	-4.808	0.1848	0.0817	0.6010	0.000	37.5  5.1	4.89  0.56
HD24892	13	2749	-5.124	-5.123	0.0146	0.0111	0.1421	0.250	45.0  3.9	8.95  1.03
HD25673	13	2123	-4.971	-4.995	0.1436	0.0562	0.5434	0.000	43.0  4.4	7.17  0.83
HD28471	13	1194	-5.010	-5.011	0.0432	0.0268	0.3656	0.000	27.1  3.2	4.87  0.56
HD28701	19	1330	-5.021	-5.017	0.0230	0.0123	0.1494	0.083	27.5  3.2	4.98  0.57
HD28821	12	2706	-4.984	-4.985	0.0314	0.0140	0.4125	0.000	29.9  3.4	5.24  0.60
HD30306	15	1454	-5.052	-5.053	0.0262	0.0199	0.1436	0.250	41.4  3.9	7.71  0.89
HD30278	21	1514	-5.024	-5.021	0.0235	0.0165	0.0892	0.667	39.9  3.9	7.23  0.83
HIP22059	10	1357	-4.515	-4.508	0.0909	0.0749	0.6010	0.000	17.9  5.4	1.25  0.14
HD34449	12	2664	-4.886	-4.888	0.0257	0.0219	0.3564	0.000	18.3  2.9	2.88  0.33
HD31527	166	2720	-4.972	-4.972	0.0127	0.0122	0.0140	1.000	20.8  2.9	3.61  0.42
HD31822	45	2353	-4.885	-4.886	0.0216	0.0206	0.0415	0.917	15.1  2.6	2.44  0.28
HD32724	13	2704	-5.045	-5.044	0.0228	0.0212	0.2045	0.000	24.2  2.9	4.51  0.52
HD33725	10	2720	-4.970	-5.003	0.1040	0.0107	0.5416	0.167	41.5  4.3	7.00  0.81
HD35854	12	2717	-4.804	-4.784	0.1396	0.0320	0.5847	0.000	37.2  5.4	4.59  0.53
HD36108	13	2971	-5.011	-5.013	0.0148	0.0114	0.2170	0.000	19.3  2.7	3.54  0.41
HD36003	61	1495	-4.894	-4.901	0.0984	0.0703	0.1893	0.000	45.7  6.6	5.54  0.64
HD36379	46	2342	-4.994	-4.994	0.0153	0.0134	0.0267	1.000	15.3  2.5	2.92  0.34
HIP26542	6	1135	-4.833	-4.817	0.1217	0.0481	0.6010	0.000	40.5  6.1	4.80  0.55
HD37986	16	2156	-5.050	-5.047	0.0225	0.0133	0.0677	0.750	46.1  4.3	8.43  0.97
HD38277	6	2714	-5.024	-5.025	0.0147	0.0056	0.6010	0.000	26.2  3.1	4.77  0.55
HD38973	24	2354	-4.966	-4.969	0.0278	0.0245	0.0732	0.333	18.2  2.7	3.18  0.37
HD40105	19	1794	-5.177	-5.176	0.0198	0.0150	0.0716	0.500	59.9  5.0	11.53  1.33
HD40397	11	2756	-5.024	-5.023	0.0190	0.0177	0.3235	0.000	36.5  3.7	6.65  0.77
HD44447	19	2745	-4.995	-4.992	0.0319	0.0252	0.1234	0.333	15.3  2.5	2.93  0.34
HD44120	11	2745	-5.050	-5.052	0.0174	0.0119	0.1082	0.250	20.3  2.7	3.87  0.45
HD44594	18	2360	-4.991	-4.995	0.0424	0.0212	0.1359	0.417	27.7  3.2	4.88  0.56
HD44573	26	2354	-4.597	-4.586	0.1664	0.0942	0.5963	0.000	23.0  5.2	2.04  0.23
HD44420	14	2356	-4.999	-4.990	0.0443	0.0196	0.2541	0.000	31.8  3.5	5.64  0.65
HD45289	12	2749	-5.033	-5.034	0.0201	0.0190	0.0936	0.250	30.6  3.3	5.62  0.65
HD47186	98	2635	-5.023	-5.021	0.0146	0.0132	0.0143	1.000	35.3  3.6	6.42  0.74
HD48611	11	1189	-4.817	-4.821	0.0984	0.0416	0.5928	0.000	28.5  3.8	4.08  0.47
HD50590	15	2333	-4.999	-5.001	0.0797	0.0343	0.3572	0.250	50.9  5.6	7.68  0.88
HD50806	45	2084	-5.095	-5.093	0.0199	0.0169	0.0318	1.000	38.6  3.6	7.51  0.87
HD52919	7	1067	-4.772	-4.770	0.0346	0.0232	0.6010	0.000	36.7  6.4	3.87  0.45
HD59711A	15	2691	-4.959	-4.961	0.0301	0.0221	0.1274	0.250	24.1  3.1	4.09  0.47
HD65562	18	2332	-4.954	-4.953	0.0884	0.0486	0.2262	0.000	44.7  4.8	7.08  0.82
HD66221	19	2351	-5.034	-5.036	0.0263	0.0199	0.1183	0.250	37.0  3.7	6.81  0.78
HD69655	18	2753	-4.959	-4.959	0.0175	0.0155	0.0447	0.917	16.9  2.6	2.97  0.34
HD70889	17	1580	-4.781	-4.788	0.1065	0.0622	0.3947	0.333	14.4  2.8	1.98  0.23
HD71334	16	2355	-4.995	-4.993	0.0188	0.0164	0.0935	0.000	25.3  3.1	4.46  0.51
HD72579	18	2707	-5.062	-5.062	0.0229	0.0181	0.0734	0.583	45.9  4.2	8.52  0.98
HD72769	22	2704	-5.052	-5.052	0.0210	0.0143	0.0574	0.500	40.2  3.8	7.51  0.86
HD74014	15	2702	-5.043	-5.042	0.0179	0.0127	0.1276	0.333	42.0  4.0	7.73  0.89
HD78429	59	1961	-4.921	-4.926	0.0760	0.0703	0.1244	0.000	25.1  3.2	4.09  0.47
HD78558	15	2354	-5.020	-5.020	0.0158	0.0109	0.0499	0.833	23.5  2.9	4.26  0.49
HD78612	19	2703	-5.030	-5.030	0.0256	0.0232	0.0733	0.583	22.4  2.9	4.13  0.48
HD81639	19	2707	-5.007	-5.006	0.0284	0.0195	0.1272	0.167	35.8  3.7	6.40  0.74
HD83529	23	2707	-4.993	-4.993	0.0148	0.0122	0.0405	0.917	17.6  2.6	3.21  0.37
HD86171	8	1209	-4.807	-4.807	0.1104	0.0328	0.6010	0.000	28.8  3.9	4.05  0.47
HD88084	18	2693	-4.982	-4.981	0.0157	0.0099	0.0918	0.833	26.1  3.2	4.55  0.52
HD88218	19	2701	-5.055	-5.056	0.0123	0.0089	0.0909	0.833	23.1  2.9	4.36  0.50
HD88742	23	1869	-4.694	-4.696	0.2041	0.1354	0.5632	0.000	11.3  2.7	1.37  0.16
HD92588	33	1883	-5.167	-5.167	0.0216	0.0185	0.0424	0.917	58.7  4.9	11.30  1.30
HD92719	15	2324	-4.860	-4.861	0.0668	0.0500	0.4446	0.000	18.6  2.9	2.83  0.33
HD93385	121	2694	-4.984	-4.984	0.0147	0.0135	0.0187	1.000	18.6  2.7	3.32  0.38
HD95456	77	2339	-4.963	-4.965	0.0447	0.0318	0.0607	0.417	11.6  2.3	2.54  0.29
HD95521	15	2349	-4.886	-4.905	0.1364	0.0497	0.5493	0.000	21.6  3.1	3.38  0.39
HD96423	21	2703	-5.021	-5.023	0.0189	0.0158	0.0619	0.750	31.4  3.4	5.70  0.66
HD97037	18	2669	-5.004	-5.003	0.0139	0.0117	0.1007	0.583	21.7  2.9	3.89  0.45
HD97343	20	2677	-5.021	-5.022	0.0169	0.0133	0.0605	0.750	40.8  4.0	7.36  0.85
HD97998	17	2352	-4.948	-4.948	0.0164	0.0144	0.0958	0.583	22.5  3.0	3.79  0.44
HD98356	8	2326	-4.786	-4.790	0.0905	0.0445	0.6010	0.000	32.5  4.5	4.30  0.49
HD102117	32	2282	-5.053	-5.053	0.0240	0.0224	0.0440	0.833	37.9  3.7	7.10  0.82
HD102438	39	2244	-4.982	-4.982	0.0134	0.0127	0.0211	1.000	29.9  3.4	5.21  0.60
HD104006	26	2233	-5.054	-5.053	0.0208	0.0177	0.0572	0.583	44.5  4.1	8.24  0.95
HD104067	83	2271	-4.752	-4.753	0.0975	0.0872	0.1218	0.000	34.0  5.6	3.82  0.44
HD104263	29	2245	-5.035	-5.033	0.0284	0.0263	0.0725	0.500	40.5  3.9	7.42  0.85
HD104982	39	2271	-4.974	-4.973	0.0140	0.0133	0.0316	1.000	25.8  3.2	4.46  0.51
HD105837	21	2652	-4.877	-4.879	0.0558	0.0360	0.1903	0.417	13.9  2.6	2.27  0.26
HD109409	22	2649	-5.110	-5.111	0.0207	0.0145	0.0570	0.833	35.1  3.4	6.92  0.80
HD110619	17	2648	-4.922	-4.925	0.0527	0.0254	0.2233	0.250	25.1  3.2	4.10  0.47
HD111031	26	2245	-5.036	-5.036	0.0176	0.0146	0.0479	0.833	33.4  3.5	6.14  0.71
HD112540	7	2295	-4.774	-4.771	0.2205	0.0781	0.6010	0.000	24.8  3.7	3.35  0.39
HD114853	37	3011	-4.957	-4.959	0.0393	0.0376	0.0842	0.083	24.0  3.1	4.07  0.47
HD115585	19	2641	-5.076	-5.084	0.0299	0.0248	0.1113	0.250	41.4  3.8	7.90  0.91
HD116920	8	2305	-4.827	-4.820	0.1210	0.0834	0.6010	0.000	37.9  5.1	4.99  0.57
HD117105	18	2658	-4.976	-4.976	0.0128	0.0113	0.0529	0.750	17.3  2.6	3.09  0.36
HD117207	15	2642	-5.035	-5.035	0.0076	0.0069	0.0985	0.667	37.0  3.7	6.82  0.78
HD119782	17	2636	-4.697	-4.703	0.0945	0.0811	0.4908	0.000	28.2  4.7	3.18  0.37
HD123265	17	2642	-5.073	-5.078	0.0250	0.0207	0.1342	0.000	49.8  4.5	9.14  1.05
HD122862	18	2295	-5.027	-5.026	0.0129	0.0113	0.0647	0.667	18.5  2.6	3.48  0.40
HD124292	25	3006	-5.009	-5.012	0.0243	0.0208	0.0791	0.083	37.0  3.8	6.62  0.76
HD124364	14	2636	-4.865	-4.880	0.1139	0.0357	0.5563	0.000	24.1  3.3	3.68  0.42
HD125184	68	2131	-5.029	-5.025	0.0411	0.0346	0.0880	0.500	36.8  3.7	6.72  0.77
HD125455	18	2165	-4.916	-4.915	0.1211	0.0543	0.5083	0.250	42.3  4.8	6.43  0.74
HD126525	42	2518	-4.993	-4.993	0.0138	0.0118	0.0308	1.000	30.3  3.4	5.34  0.62
HD128674	19	2263	-4.958	-4.957	0.0188	0.0129	0.0809	0.500	27.7  3.3	4.71  0.54
HD130992	18	1831	-4.858	-4.860	0.0722	0.0505	0.3187	0.000	42.2  6.1	5.17  0.59
HD130930	18	2117	-5.016	-5.015	0.0407	0.0241	0.1726	0.000	50.3  5.1	8.22  0.95
HD134060	100	2616	-4.983	-4.983	0.0172	0.0158	0.0209	1.000	22.3  2.9	3.91  0.45
HD134985	15	2619	-5.068	-5.074	0.0309	0.0217	0.3366	0.000	44.3  4.1	8.34  0.96
HD134606	107	2489	-5.049	-5.049	0.0138	0.0133	0.0155	1.000	40.1  3.8	7.46  0.86
HD136894	38	2044	-5.006	-5.007	0.0130	0.0118	0.0267	1.000	35.7  3.7	6.39  0.74
HD137303	16	2044	-4.811	-4.807	0.1328	0.0574	0.4776	0.000	39.0  6.1	4.48  0.52
HD140901	24	1546	-4.694	-4.697	0.1380	0.0879	0.5881	0.000	20.3  3.6	2.43  0.28
HD142709	13	2117	-5.049	-5.058	0.1120	0.0406	0.4298	0.000	56.9  6.7	8.08  0.93
HD143114	19	1789	-4.991	-4.989	0.0115	0.0094	0.0734	0.667	21.3  2.9	3.77  0.43
HD144411	11	1719	-4.851	-4.843	0.0709	0.0541	0.5024	0.000	40.9  5.6	5.22  0.60
HD144585	14	2539	-5.033	-5.043	0.0449	0.0098	0.4071	0.000	29.3  3.2	5.37  0.62
HD145809	13	2174	-5.062	-5.061	0.0115	0.0091	0.0704	0.750	24.8  2.9	4.68  0.54
HD145598	36	2107	-5.004	-5.003	0.0256	0.0222	0.0584	0.833	28.2  3.2	5.03  0.58
HD145666	22	1410	-4.778	-4.777	0.0543	0.0390	0.2174	0.083	14.3  2.8	1.96  0.23
HD147512	29	1734	-4.999	-4.999	0.0126	0.0103	0.0322	1.000	35.4  3.7	6.28  0.72
HD150433	50	2077	-5.000	-5.000	0.0107	0.0097	0.0181	1.000	24.2  3.0	4.29  0.49
HD151504	14	1494	-5.031	-5.032	0.0097	0.0081	0.0629	0.667	42.3  4.1	7.68  0.88
HD154363	17	2516	-4.906	-4.910	0.1488	0.0723	0.4597	0.000	46.4  6.5	5.75  0.66
HD157347	20	2893	-5.011	-5.010	0.0144	0.0095	0.0684	0.667	31.0  3.4	5.57  0.64
HD157338	25	1461	-4.975	-4.972	0.0232	0.0189	0.0850	0.333	18.4  2.7	3.25  0.37
HD161612	32	2154	-5.014	-5.014	0.0117	0.0107	0.0221	1.000	39.4  3.9	7.07  0.81
HD162236	16	1069	-4.709	-4.714	0.1443	0.1302	0.6010	0.000	22.4  3.8	2.74  0.32
HD162396	39	1885	-5.007	-5.006	0.0203	0.0170	0.0414	0.917	11.3  2.2	2.94  0.34
HD165920	13	1791	-5.048	-5.048	0.0239	0.0185	0.1102	0.000	48.9  4.6	8.72  1.00
HD166724	47	2526	-4.740	-4.739	0.1268	0.0958	0.2286	0.000	30.9  4.7	3.74  0.43
HD168871	22	2537	-4.988	-4.989	0.0180	0.0145	0.0500	0.833	18.8  2.7	3.36  0.39
HD170493	13	2101	-4.802	-4.802	0.2087	0.0873	0.6010	0.000	38.7  6.3	4.29  0.49
HD171665	13	1730	-4.914	-4.906	0.0505	0.0149	0.2931	0.000	28.2  3.5	4.57  0.53
HD171990	34	1797	-5.101	-5.099	0.0237	0.0213	0.0594	0.667	21.6  2.7	4.31  0.50
HD174545	13	2535	-4.911	-4.894	0.1092	0.0521	0.5910	0.000	42.4  4.9	6.35  0.73
HD176986	80	2474	-4.833	-4.829	0.0790	0.0747	0.1288	0.250	39.0  5.3	5.04  0.58
HD177758	7	2749	-4.991	-4.993	0.0087	0.0054	0.5928	0.000	16.4  2.6	3.04  0.35
HD177409	18	1980	-4.867	-4.878	0.0866	0.0430	0.2814	0.083	16.7  2.8	2.58  0.30
HD180409	8	2747	-4.942	-4.942	0.0094	0.0044	0.3603	0.000	15.3  2.6	2.70  0.31
HD181433	154	2882	-5.100	-5.100	0.0276	0.0261	0.0211	1.000	58.4  5.8	9.47  1.09
HD183658	14	1695	-4.983	-4.980	0.0185	0.0120	0.0875	0.750	24.9  3.1	4.34  0.50
HD183783	8	2526	-4.954	-4.942	0.1540	0.0418	0.6010	0.000	49.7  6.5	6.54  0.75
HD185615	22	2305	-5.033	-5.032	0.0294	0.0259	0.0795	0.000	38.1  3.8	7.00  0.81
HD187456	11	2145	-4.925	-4.926	0.0304	0.0144	0.2144	0.417	47.1  6.2	6.14  0.71
HD189625	20	1751	-4.788	-4.779	0.1556	0.0742	0.4726	0.250	19.2  3.2	2.65  0.30
HD188748	19	2122	-4.981	-4.980	0.0209	0.0183	0.0732	0.333	28.6  3.3	4.98  0.57
HD189567	154	2742	-4.941	-4.943	0.0390	0.0344	0.0421	0.917	24.7  3.2	4.11  0.47
HD190248	84	2491	-5.052	-5.052	0.0164	0.0137	0.0244	1.000	41.4  3.9	7.70  0.89
HD190954	9	2111	-5.015	-5.017	0.0279	0.0116	0.4987	0.000	35.0  3.6	6.31  0.73
HD192031	8	2525	-5.051	-5.051	0.0107	0.0067	0.4282	0.000	39.0  3.8	7.29  0.84
HD193193	31	1760	-4.938	-4.943	0.0411	0.0313	0.1614	0.000	17.5  2.7	2.96  0.34
HD195564	11	2731	-5.106	-5.104	0.0231	0.0098	0.3661	0.000	36.3  3.5	7.15  0.82
HD196761	8	2730	-4.951	-4.949	0.0667	0.0180	0.5672	0.000	33.1  3.7	5.58  0.64
HD197210	7	2073	-4.890	-4.880	0.0933	0.0098	0.5845	0.000	29.3  3.6	4.61  0.53
HD199288	14	2491	-4.963	-4.962	0.0101	0.0052	0.0658	0.667	18.1  2.7	3.16  0.36
HD203384	9	2333	-5.002	-5.001	0.0489	0.0175	0.5404	0.000	39.8  4.0	7.04  0.81
HD203850	7	2871	-4.921	-4.924	0.0534	0.0159	0.6010	0.000	44.3  5.2	6.49  0.75
HD204385	7	2222	-4.967	-4.968	0.0280	0.0148	0.6010	0.000	19.4  2.8	3.37  0.39
HD205536	23	2219	-5.026	-5.022	0.0397	0.0337	0.2436	0.000	41.1  4.0	7.44  0.86
HD207700	15	2111	-4.999	-5.000	0.0245	0.0191	0.0897	0.000	33.0  3.5	5.87  0.68
HD209742	7	1069	-4.872	-4.891	0.1331	0.0054	0.6005	0.000	39.1  4.7	5.68  0.65
HD210752	12	1779	-4.934	-4.934	0.0134	0.0091	0.1771	0.167	12.1  2.3	2.36  0.27
HD211038	73	1880	-5.214	-5.214	0.0086	0.0079	0.0153	1.000	62.3  5.0	12.35  1.42
HD210918	31	1858	-5.010	-5.008	0.0249	0.0244	0.0304	1.000	27.1  3.2	4.86  0.56
HD212708	34	1072	-5.046	-5.047	0.0233	0.0201	0.0731	0.583	38.8  3.8	7.21  0.83
HD213628	7	2176	-4.953	-4.951	0.0328	0.0052	0.6010	0.000	33.2  3.7	5.62  0.65
HD213941	26	2218	-4.961	-4.961	0.0333	0.0304	0.1169	0.333	27.8  3.3	4.74  0.55
HD215456	94	2616	-5.089	-5.087	0.0206	0.0185	0.0224	1.000	28.5  3.1	5.51  0.63
HD219249	22	1283	-4.960	-4.959	0.0283	0.0168	0.1333	0.000	30.2  3.5	5.15  0.59
HD220256	23	2222	-5.033	-5.034	0.0320	0.0222	0.1114	0.500	48.6  4.7	8.49  0.98
HD220339	11	2122	-4.836	-4.818	0.1627	0.0379	0.5919	0.000	37.6  4.9	5.13  0.59
HD220507	50	2221	-5.050	-5.051	0.0182	0.0149	0.0455	0.917	34.0  3.5	6.34  0.73
HD221356	15	2165	-4.940	-4.939	0.0329	0.0251	0.2324	0.000	11.2  2.3	2.40  0.28
HD221420	28	1420	-5.158	-5.155	0.0244	0.0204	0.0641	0.667	37.0  3.4	7.62  0.88
HD222422	7	2113	-4.792	-4.791	0.0671	0.0365	0.6010	0.000	26.4  3.8	3.66  0.42
HD223121	13	2133	-4.845	-4.848	0.1415	0.0867	0.6010	0.000	39.8  5.3	5.22  0.60
HD223171	64	1809	-4.995	-4.995	0.0476	0.0439	0.0695	0.333	27.9  3.2	4.92  0.57
HD224619	11	2136	-5.000	-5.001	0.0256	0.0091	0.1550	0.417	37.6  3.8	6.67  0.77
